order_id,user_id,sku,quantity,price,total_amount,order_date,status
O20251000356,U20251000839,SKU41797,2,308.48,616.96,2025-09-13,refunded
O20251000357,U20251000837,SKU59819,4,371.88,1487.52,2025-08-20,paid
O20251000358,U20251000055,SKU74867,5,433.44,2167.2,2025-09-15,refunded
O20251000359,U20251000895,SKU44688,2,570.57,1141.14,2025-08-24,paid
O20251000360,U20251000064,SKU32018,2,224.33,448.66,2025-09-06,refunded
O20251000361,U20251000540,SKU49924,5,196.38,981.9,2025-09-07,refunded
O20251000362,U20251000008,SKU45890,1,598.53,598.53,2025-10-13,refunded
O20251000363,U20251000290,SKU23839,2,358.28,716.56,2025-08-03,paid
O20251000364,U20251000883,SKU55339,5,179.91,899.55,2025-08-27,shipped
O20251000365,U20251000681,SKU78030,1,346.41,346.41,2025-10-09,shipped
O20251000366,U20251000831,SKU99719,4,161.37,645.48,2025-09-04,paid
O20251000367,U20251000029,SKU86048,5,376.11,1880.55,2025-09-12,refunded
O20251000368,U20251000369,SKU83426,1,454.22,454.22,2025-08-15,shipped
O20251000369,U20251000822,SKU31591,3,401.13,1203.39,2025-07-20,shipped
O20251000370,U20251000697,SKU95848,4,526.98,2107.92,2025-09-13,shipped
O20251000371,U20251000743,SKU69136,3,415.12,1245.36,2025-09-22,refunded
O20251000372,U20251000915,SKU66572,5,293.85,1469.25,2025-08-15,paid
O20251000373,U20251000549,SKU25649,2,174.36,348.72,2025-08-31,shipped
O20251000374,U20251000860,SKU49924,5,196.38,981.9,2025-09-11,paid
O20251000375,U20251000525,SKU10113,5,425.62,2128.1,2025-07-19,refunded
O20251000376,U20251000542,SKU30059,4,223.29,893.16,2025-09-19,refunded
O20251000377,U20251000122,SKU90737,4,369.62,1478.48,2025-10-08,paid
O20251000378,U20251000072,SKU69136,1,415.12,415.12,2025-08-17,shipped
O20251000379,U20251000426,SKU42710,3,152.36,457.08,2025-08-01,refunded
O20251000380,U20251000923,SKU55387,1,488.49,488.49,2025-07-22,refunded
O20251000381,U20251000084,SKU81315,4,476.99,1907.96,2025-07-24,refunded
O20251000382,U20251000533,SKU84516,4,122.52,490.08,2025-08-25,paid
O20251000383,U20251000467,SKU82521,3,333.17,999.51,2025-09-02,paid
O20251000384,U20251000421,SKU84516,3,122.52,367.56,2025-09-18,paid
O20251000385,U20251000484,SKU18829,3,591.85,1775.55,2025-08-25,refunded
O20251000386,U20251000963,SKU80261,3,372.56,1117.68,2025-07-24,refunded
O20251000387,U20251000883,SKU38519,2,342.14,684.28,2025-09-05,refunded
O20251000388,U20251000297,SKU47805,1,214.74,214.74,2025-09-15,shipped
O20251000389,U20251000131,SKU22873,3,183.16,549.48,2025-10-03,shipped
O20251000390,U20251000585,SKU27466,1,492.79,492.79,2025-08-14,paid
O20251000391,U20251000693,SKU69527,3,649.74,1949.22,2025-10-10,shipped
O20251000392,U20251000031,SKU59094,2,415.22,830.44,2025-07-30,paid
O20251000393,U20251000872,SKU54859,5,370.54,1852.7,2025-09-11,shipped
O20251000394,U20251000244,SKU47805,2,214.74,429.48,2025-09-25,refunded
O20251000395,U20251000037,SKU32142,3,510.23,1530.69,2025-09-19,shipped
O20251000396,U20251000848,SKU87717,2,235.02,470.04,2025-07-22,shipped
O20251000397,U20251000863,SKU55303,3,242.85,728.55,2025-10-08,paid
O20251000398,U20251000499,SKU31449,4,498.55,1994.2,2025-08-03,paid
O20251000399,U20251000949,SKU66184,2,192.78,385.56,2025-09-23,paid
O20251000400,U20251000407,SKU10113,2,425.62,851.24,2025-07-18,paid
O20251000401,U20251000681,SKU14357,2,439.98,879.96,2025-09-10,refunded
O20251000402,U20251000485,SKU43138,3,226.96,680.88,2025-09-15,paid
O20251000403,U20251000977,SKU87581,5,142.87,714.35,2025-08-26,paid
O20251000404,U20251000154,SKU94687,1,427.35,427.35,2025-09-15,refunded
O20251000405,U20251000508,SKU94359,2,467.08,934.16,2025-10-11,refunded
O20251000406,U20251000699,SKU19749,3,403.97,1211.91,2025-10-11,refunded
O20251000407,U20251000990,SKU12532,4,294.55,1178.2,2025-09-19,refunded
O20251000408,U20251000760,SKU25057,1,223.6,223.6,2025-09-27,shipped
O20251000409,U20251000112,SKU46234,1,474.88,474.88,2025-08-28,refunded
O20251000410,U20251000273,SKU45790,4,400.32,1601.28,2025-09-14,paid
O20251000411,U20251000473,SKU90528,4,462.45,1849.8,2025-10-09,refunded
O20251000412,U20251000807,SKU12229,5,332.71,1663.55,2025-09-26,paid
O20251000413,U20251000145,SKU41222,4,272.41,1089.64,2025-07-20,paid
O20251000414,U20251000019,SKU24641,1,564.12,564.12,2025-09-18,refunded
O20251000415,U20251000159,SKU17278,3,176.58,529.74,2025-10-13,paid
O20251000416,U20251000239,SKU65544,4,540.76,2163.04,2025-10-07,refunded
O20251000417,U20251000197,SKU72420,4,180.24,720.96,2025-07-20,paid
O20251000418,U20251000181,SKU23878,3,347.63,1042.89,2025-09-12,refunded
O20251000419,U20251000928,SKU88809,3,368.82,1106.46,2025-10-11,refunded
O20251000420,U20251000481,SKU33163,1,635.52,635.52,2025-10-04,refunded
O20251000421,U20251000635,SKU69587,2,479.72,959.44,2025-08-15,shipped
O20251000422,U20251000938,SKU71391,4,259.48,1037.92,2025-07-20,shipped
O20251000423,U20251000726,SKU88133,1,535.95,535.95,2025-09-04,paid
O20251000424,U20251000905,SKU48075,3,224.96,674.88,2025-09-23,paid
O20251000425,U20251000563,SKU80261,4,372.56,1490.24,2025-10-06,paid
O20251000426,U20251000775,SKU28664,3,440.77,1322.31,2025-08-30,shipped
O20251000427,U20251000315,SKU39874,4,467.93,1871.72,2025-10-12,shipped
O20251000428,U20251000929,SKU83389,2,429.44,858.88,2025-10-03,paid
O20251000429,U20251000569,SKU18221,2,383.41,766.82,2025-10-05,shipped
O20251000430,U20251000823,SKU38075,5,434.13,2170.65,2025-08-31,shipped
O20251000431,U20251000496,SKU68364,4,284.7,1138.8,2025-10-07,refunded
O20251000432,U20251000527,SKU84450,1,287.21,287.21,2025-09-28,refunded
O20251000433,U20251000740,SKU91267,2,132.11,264.22,2025-10-07,paid
O20251000434,U20251000265,SKU42432,1,418.68,418.68,2025-08-08,paid
O20251000435,U20251000115,SKU93380,1,262.98,262.98,2025-08-08,paid
O20251000436,U20251000260,SKU31783,2,316.76,633.52,2025-07-17,refunded
O20251000437,U20251000773,SKU21260,4,404.33,1617.32,2025-09-27,refunded
O20251000438,U20251000605,SKU11555,5,497.4,2487.0,2025-09-04,shipped
O20251000439,U20251000280,SKU25322,2,196.13,392.26,2025-07-23,shipped
O20251000440,U20251000990,SKU68061,1,536.39,536.39,2025-09-24,paid
O20251000441,U20251000505,SKU41593,1,332.09,332.09,2025-09-05,paid
O20251000442,U20251000174,SKU74820,5,515.31,2576.55,2025-10-09,paid
O20251000443,U20251000453,SKU96965,2,144.39,288.78,2025-08-01,paid
O20251000444,U20251000020,SKU30059,5,223.29,1116.45,2025-07-20,paid
O20251000445,U20251000795,SKU30425,3,295.68,887.04,2025-09-16,paid
O20251000446,U20251000255,SKU17200,4,195.64,782.56,2025-09-13,refunded
O20251000447,U20251000373,SKU93553,4,275.23,1100.92,2025-08-12,paid
O20251000448,U20251000747,SKU86242,4,292.68,1170.72,2025-10-02,paid
O20251000449,U20251000505,SKU36293,3,428.64,1285.92,2025-08-12,paid
O20251000450,U20251000224,SKU26660,3,325.84,977.52,2025-09-25,shipped
O20251000451,U20251000807,SKU55115,3,539.52,1618.56,2025-08-04,paid
O20251000452,U20251000234,SKU84734,4,534.89,2139.56,2025-08-07,refunded
O20251000453,U20251000424,SKU36903,4,125.61,502.44,2025-09-20,refunded
O20251000454,U20251000787,SKU23878,3,347.63,1042.89,2025-09-13,paid
O20251000455,U20251000768,SKU12229,2,332.71,665.42,2025-09-18,paid
O20251000456,U20251000374,SKU99059,4,257.82,1031.28,2025-10-03,paid
O20251000457,U20251000959,SKU20072,4,398.4,1593.6,2025-10-01,refunded
O20251000458,U20251000535,SKU52621,2,118.05,236.1,2025-09-21,paid
O20251000459,U20251000157,SKU21393,4,285.24,1140.96,2025-08-11,refunded
O20251000460,U20251000449,SKU85179,4,415.96,1663.84,2025-08-21,refunded
O20251000461,U20251000350,SKU38116,5,296.83,1484.15,2025-07-17,paid
O20251000462,U20251000328,SKU24643,4,488.01,1952.04,2025-09-07,refunded
O20251000463,U20251000223,SKU55387,3,488.49,1465.47,2025-08-01,shipped
O20251000464,U20251000964,SKU28664,2,440.77,881.54,2025-09-10,paid
O20251000465,U20251000664,SKU35323,5,344.66,1723.3,2025-09-29,shipped
O20251000466,U20251000315,SKU98461,1,176.64,176.64,2025-09-23,paid
O20251000467,U20251000948,SKU38090,5,149.31,746.55,2025-09-07,shipped
O20251000468,U20251000007,SKU75424,4,380.47,1521.88,2025-07-20,shipped
O20251000469,U20251000508,SKU50223,2,118.99,237.98,2025-08-14,refunded
O20251000470,U20251000174,SKU65181,3,495.0,1485.0,2025-09-21,refunded
O20251000471,U20251000656,SKU41729,1,195.72,195.72,2025-08-18,shipped
O20251000472,U20251000309,SKU92141,3,164.73,494.19,2025-08-21,paid
O20251000473,U20251000435,SKU25365,3,516.59,1549.77,2025-09-08,refunded
O20251000474,U20251000589,SKU80653,4,407.3,1629.2,2025-08-24,refunded
O20251000475,U20251000686,SKU19470,2,266.71,533.42,2025-08-14,refunded
O20251000476,U20251000596,SKU76713,4,354.66,1418.64,2025-07-20,shipped
O20251000477,U20251000182,SKU82981,4,82.79,331.16,2025-09-08,paid
O20251000478,U20251000686,SKU83047,4,249.41,997.64,2025-08-30,refunded
O20251000479,U20251000787,SKU19151,1,177.52,177.52,2025-07-17,paid
O20251000480,U20251000712,SKU85179,3,415.96,1247.88,2025-09-23,refunded
O20251000481,U20251000403,SKU78616,2,196.0,392.0,2025-09-25,paid
O20251000482,U20251000487,SKU24722,1,607.4,607.4,2025-08-05,paid
O20251000483,U20251000162,SKU30493,1,339.03,339.03,2025-07-18,paid
O20251000484,U20251000476,SKU79813,2,310.65,621.3,2025-07-21,refunded
O20251000485,U20251000214,SKU71063,5,569.33,2846.65,2025-07-19,shipped
O20251000486,U20251000668,SKU12728,1,200.8,200.8,2025-08-05,refunded
O20251000487,U20251000223,SKU76025,2,405.87,811.74,2025-08-27,refunded
O20251000488,U20251000331,SKU25447,1,191.44,191.44,2025-10-13,refunded
O20251000489,U20251000647,SKU10454,3,341.39,1024.17,2025-07-17,refunded
O20251000490,U20251000404,SKU81595,2,374.99,749.98,2025-09-08,refunded
O20251000491,U20251000026,SKU81315,1,476.99,476.99,2025-07-24,paid
O20251000492,U20251000543,SKU25434,5,280.76,1403.8,2025-09-18,refunded
O20251000493,U20251000684,SKU82006,2,267.47,534.94,2025-09-18,paid
O20251000494,U20251000911,SKU71114,5,315.95,1579.75,2025-08-06,paid
O20251000495,U20251000460,SKU25434,5,280.76,1403.8,2025-09-19,refunded
O20251000496,U20251000380,SKU67821,4,408.92,1635.68,2025-09-11,paid
O20251000497,U20251000312,SKU89418,4,210.64,842.56,2025-08-12,paid
O20251000498,U20251000766,SKU25447,3,191.44,574.32,2025-08-12,refunded
O20251000499,U20251000427,SKU69474,4,324.9,1299.6,2025-08-17,refunded
O20251000500,U20251000593,SKU27878,3,531.79,1595.37,2025-08-24,shipped
O20251000501,U20251000732,SKU15948,4,198.89,795.56,2025-09-27,refunded
O20251000502,U20251000471,SKU15216,5,366.51,1832.55,2025-09-13,paid
O20251000503,U20251000294,SKU78538,3,175.37,526.11,2025-07-20,refunded
O20251000504,U20251000790,SKU77226,3,557.09,1671.27,2025-10-10,refunded
O20251000505,U20251000239,SKU97297,5,682.49,3412.45,2025-10-09,shipped
O20251000506,U20251000877,SKU34024,4,467.9,1871.6,2025-08-15,refunded
O20251000507,U20251000575,SKU57438,1,471.56,471.56,2025-07-29,shipped
O20251000508,U20251000676,SKU67229,1,531.12,531.12,2025-08-19,paid
O20251000509,U20251000255,SKU20459,1,254.81,254.81,2025-09-11,shipped
O20251000510,U20251000471,SKU84560,2,250.75,501.5,2025-08-07,paid
O20251000511,U20251000535,SKU40954,5,248.14,1240.7,2025-10-11,refunded
O20251000512,U20251000587,SKU95031,5,541.85,2709.25,2025-08-28,shipped
O20251000513,U20251000215,SKU14357,2,439.98,879.96,2025-07-17,shipped
O20251000514,U20251000955,SKU78083,3,96.91,290.73,2025-07-18,refunded
O20251000515,U20251000051,SKU49830,3,236.25,708.75,2025-10-04,shipped
O20251000516,U20251000886,SKU62206,3,434.86,1304.58,2025-09-04,shipped
O20251000517,U20251000902,SKU96089,4,222.1,888.4,2025-08-10,refunded
O20251000518,U20251000443,SKU57844,5,327.56,1637.8,2025-08-30,paid
O20251000519,U20251000937,SKU50867,2,512.11,1024.22,2025-08-27,refunded
O20251000520,U20251000690,SKU23213,5,428.08,2140.4,2025-08-22,shipped
O20251000521,U20251000046,SKU46733,2,436.16,872.32,2025-09-04,paid
O20251000522,U20251000514,SKU85466,1,298.37,298.37,2025-07-19,refunded
O20251000523,U20251000725,SKU77572,2,506.58,1013.16,2025-08-05,paid
O20251000524,U20251000248,SKU59849,1,224.94,224.94,2025-08-25,paid
O20251000525,U20251000016,SKU74542,2,156.64,313.28,2025-08-22,refunded
O20251000526,U20251000916,SKU72883,3,398.31,1194.93,2025-09-13,refunded
O20251000527,U20251000446,SKU85589,5,277.73,1388.65,2025-07-26,shipped
O20251000528,U20251000411,SKU69027,4,67.97,271.88,2025-08-02,refunded
O20251000529,U20251000144,SKU95400,1,184.14,184.14,2025-09-18,refunded
O20251000530,U20251000554,SKU87717,1,235.02,235.02,2025-08-29,paid
O20251000531,U20251000619,SKU23367,5,341.42,1707.1,2025-08-09,shipped
O20251000532,U20251000980,SKU39242,2,141.16,282.32,2025-09-24,shipped
O20251000533,U20251000547,SKU31649,3,494.23,1482.69,2025-07-23,shipped
O20251000534,U20251000628,SKU46846,4,144.3,577.2,2025-08-24,refunded
O20251000535,U20251000625,SKU42937,4,614.11,2456.44,2025-09-12,shipped
O20251000536,U20251000109,SKU31649,4,494.23,1976.92,2025-08-01,paid
O20251000537,U20251000668,SKU80835,5,487.53,2437.65,2025-08-26,refunded
O20251000538,U20251000493,SKU60289,4,183.57,734.28,2025-10-07,paid
O20251000539,U20251000543,SKU36903,5,125.61,628.05,2025-07-20,paid
O20251000540,U20251000209,SKU33144,2,478.45,956.9,2025-09-08,refunded
O20251000541,U20251000370,SKU94998,1,492.4,492.4,2025-10-09,shipped
O20251000542,U20251000026,SKU21618,2,325.89,651.78,2025-08-08,shipped
O20251000543,U20251000143,SKU76793,4,153.61,614.44,2025-09-29,paid
O20251000544,U20251000140,SKU26020,4,144.0,576.0,2025-08-12,shipped
O20251000545,U20251000821,SKU92769,3,449.66,1348.98,2025-08-20,paid
O20251000546,U20251000108,SKU71295,5,490.71,2453.55,2025-09-05,refunded
O20251000547,U20251000403,SKU12805,4,429.67,1718.68,2025-07-30,shipped
O20251000548,U20251000524,SKU84616,3,301.93,905.79,2025-08-05,refunded
O20251000549,U20251000921,SKU82521,2,333.17,666.34,2025-07-18,shipped
O20251000550,U20251000636,SKU94096,1,500.93,500.93,2025-08-17,refunded
O20251000551,U20251000444,SKU65181,1,495.0,495.0,2025-09-08,refunded
O20251000552,U20251000444,SKU49924,4,196.38,785.52,2025-10-11,paid
O20251000553,U20251000557,SKU22955,2,134.83,269.66,2025-08-05,shipped
O20251000554,U20251000714,SKU15818,2,197.76,395.52,2025-07-20,shipped
O20251000555,U20251000409,SKU45790,4,400.32,1601.28,2025-09-18,refunded
O20251000556,U20251000328,SKU80551,2,286.22,572.44,2025-09-18,paid
O20251000557,U20251000214,SKU91686,1,412.46,412.46,2025-10-01,shipped
O20251000558,U20251000890,SKU95031,1,541.85,541.85,2025-08-07,refunded
O20251000559,U20251000766,SKU76717,4,612.74,2450.96,2025-09-01,shipped
O20251000560,U20251000393,SKU90219,2,163.59,327.18,2025-07-22,paid
O20251000561,U20251000617,SKU95585,3,533.98,1601.94,2025-08-17,paid
O20251000562,U20251000665,SKU79156,3,484.29,1452.87,2025-08-25,shipped
O20251000563,U20251000113,SKU21244,4,433.06,1732.24,2025-08-27,paid
O20251000564,U20251000153,SKU96777,5,313.47,1567.35,2025-07-16,shipped
O20251000565,U20251000888,SKU19900,4,427.42,1709.68,2025-07-18,shipped
O20251000566,U20251000221,SKU22873,3,183.16,549.48,2025-08-17,refunded
O20251000567,U20251000641,SKU22790,5,262.25,1311.25,2025-08-07,refunded
O20251000568,U20251000405,SKU84734,3,534.89,1604.67,2025-07-17,paid
O20251000569,U20251000203,SKU61295,5,205.99,1029.95,2025-08-05,paid
O20251000570,U20251000258,SKU78892,4,198.08,792.32,2025-07-30,refunded
O20251000571,U20251000278,SKU95776,5,262.53,1312.65,2025-08-11,shipped
O20251000572,U20251000143,SKU14729,2,392.41,784.82,2025-09-11,paid
O20251000573,U20251000530,SKU23080,5,344.19,1720.95,2025-08-26,refunded
O20251000574,U20251000571,SKU44904,3,601.8,1805.4,2025-07-29,refunded
O20251000575,U20251000430,SKU37117,1,621.7,621.7,2025-09-30,paid
O20251000576,U20251000891,SKU93581,3,374.21,1122.63,2025-08-19,shipped
O20251000577,U20251000822,SKU83644,3,516.24,1548.72,2025-08-06,refunded
O20251000578,U20251000257,SKU85685,2,232.93,465.86,2025-08-12,refunded
O20251000579,U20251000012,SKU35745,4,186.55,746.2,2025-08-04,shipped
O20251000580,U20251000254,SKU35450,5,219.08,1095.4,2025-10-08,paid
O20251000581,U20251000742,SKU26660,5,325.84,1629.2,2025-09-03,refunded
O20251000582,U20251000931,SKU14736,3,230.48,691.44,2025-09-09,shipped
O20251000583,U20251000132,SKU30527,3,194.88,584.64,2025-08-25,refunded
O20251000584,U20251000089,SKU78718,1,429.71,429.71,2025-08-23,shipped
O20251000585,U20251000280,SKU33330,5,231.39,1156.95,2025-09-13,shipped
O20251000586,U20251000054,SKU30226,2,179.16,358.32,2025-09-23,paid
O20251000587,U20251000695,SKU44665,5,288.85,1444.25,2025-09-28,paid
O20251000588,U20251000669,SKU29290,5,534.41,2672.05,2025-08-20,shipped
O20251000589,U20251000713,SKU25410,1,276.96,276.96,2025-09-05,paid
O20251000590,U20251000807,SKU77226,4,557.09,2228.36,2025-09-12,paid
O20251000591,U20251000155,SKU66694,3,373.62,1120.86,2025-10-04,shipped
O20251000592,U20251000229,SKU54539,5,429.77,2148.85,2025-07-30,shipped
O20251000593,U20251000697,SKU59532,5,451.94,2259.7,2025-09-15,shipped
O20251000594,U20251000162,SKU36772,1,453.42,453.42,2025-08-10,refunded
O20251000595,U20251000118,SKU19834,4,496.61,1986.44,2025-07-22,refunded
O20251000596,U20251000941,SKU93332,3,431.73,1295.19,2025-08-20,paid
O20251000597,U20251000256,SKU26660,5,325.84,1629.2,2025-09-22,paid
O20251000598,U20251000304,SKU32993,2,235.19,470.38,2025-07-28,paid
O20251000599,U20251000534,SKU90005,2,486.78,973.56,2025-07-21,shipped
O20251000600,U20251000773,SKU14625,1,333.5,333.5,2025-10-04,refunded
O20251000601,U20251000183,SKU90758,5,272.29,1361.45,2025-09-29,shipped
O20251000602,U20251000355,SKU48707,4,225.14,900.56,2025-08-07,shipped
O20251000603,U20251000526,SKU67325,4,493.73,1974.92,2025-10-06,shipped
O20251000604,U20251000924,SKU83962,5,434.25,2171.25,2025-07-27,paid
O20251000605,U20251000232,SKU66694,5,373.62,1868.1,2025-09-08,shipped
O20251000606,U20251000646,SKU69474,3,324.9,974.7,2025-08-24,paid
O20251000607,U20251000906,SKU23805,2,277.83,555.66,2025-08-04,paid
O20251000608,U20251000465,SKU32084,3,177.39,532.17,2025-09-16,shipped
O20251000609,U20251000572,SKU80787,3,531.99,1595.97,2025-10-04,paid
O20251000610,U20251000532,SKU50271,3,310.48,931.44,2025-09-15,paid
O20251000611,U20251000355,SKU31489,5,295.89,1479.45,2025-10-10,paid
O20251000612,U20251000116,SKU38600,2,390.22,780.44,2025-07-29,shipped
O20251000613,U20251000478,SKU85368,3,120.93,362.79,2025-08-15,paid
O20251000614,U20251000748,SKU38600,5,390.22,1951.1,2025-07-30,paid
O20251000615,U20251000366,SKU36207,5,276.88,1384.4,2025-10-06,paid
O20251000616,U20251000482,SKU81173,2,367.17,734.34,2025-10-08,paid
O20251000617,U20251000163,SKU46366,3,565.65,1696.95,2025-09-07,shipped
O20251000618,U20251000437,SKU70292,2,207.62,415.24,2025-08-11,refunded
O20251000619,U20251000263,SKU97295,4,179.54,718.16,2025-08-10,refunded
O20251000620,U20251000783,SKU14748,1,291.21,291.21,2025-07-29,shipped
O20251000621,U20251000432,SKU41222,4,272.41,1089.64,2025-09-09,refunded
O20251000622,U20251000384,SKU28664,5,440.77,2203.85,2025-09-23,refunded
O20251000623,U20251000880,SKU55303,1,242.85,242.85,2025-07-21,shipped
O20251000624,U20251000255,SKU97912,3,490.87,1472.61,2025-09-28,shipped
O20251000625,U20251000992,SKU38395,1,281.34,281.34,2025-08-04,shipped
O20251000626,U20251000794,SKU42656,1,281.23,281.23,2025-08-27,paid
O20251000627,U20251000157,SKU22340,4,343.52,1374.08,2025-09-10,shipped
O20251000628,U20251000327,SKU62206,3,434.86,1304.58,2025-08-27,paid
O20251000629,U20251000365,SKU86379,3,530.12,1590.36,2025-08-06,refunded
O20251000630,U20251000307,SKU78797,4,244.61,978.44,2025-08-26,paid
O20251000631,U20251000956,SKU90737,1,369.62,369.62,2025-09-07,paid
O20251000632,U20251000732,SKU26450,2,359.76,719.52,2025-08-16,shipped
O20251000633,U20251000106,SKU31449,5,498.55,2492.75,2025-08-29,paid
O20251000634,U20251000299,SKU75692,4,444.18,1776.72,2025-08-13,refunded
O20251000635,U20251000462,SKU32358,5,212.61,1063.05,2025-09-04,paid
O20251000636,U20251000602,SKU42937,4,614.11,2456.44,2025-07-19,shipped
O20251000637,U20251000362,SKU56465,5,299.81,1499.05,2025-07-31,refunded
O20251000638,U20251000515,SKU78289,2,628.69,1257.38,2025-07-16,refunded
O20251000639,U20251000881,SKU46733,5,436.16,2180.8,2025-08-27,paid
O20251000640,U20251000056,SKU59935,4,202.93,811.72,2025-08-02,paid
O20251000641,U20251000994,SKU35450,3,219.08,657.24,2025-07-29,paid
O20251000642,U20251000034,SKU91267,3,132.11,396.33,2025-09-11,paid
O20251000643,U20251000289,SKU52494,1,258.54,258.54,2025-08-27,paid
O20251000644,U20251000157,SKU68919,5,379.61,1898.05,2025-09-01,shipped
O20251000645,U20251000336,SKU40463,2,131.65,263.3,2025-07-28,refunded
O20251000646,U20251000028,SKU30493,3,339.03,1017.09,2025-08-21,refunded
O20251000647,U20251000617,SKU98829,4,183.54,734.16,2025-09-19,refunded
O20251000648,U20251000089,SKU60402,1,538.5,538.5,2025-09-18,refunded
O20251000649,U20251000576,SKU62286,1,386.25,386.25,2025-08-21,refunded
O20251000650,U20251000663,SKU24593,2,271.87,543.74,2025-09-28,refunded
O20251000651,U20251000420,SKU72482,3,479.5,1438.5,2025-09-22,paid
O20251000652,U20251000253,SKU37471,5,158.14,790.7,2025-07-19,refunded
O20251000653,U20251000406,SKU27261,2,383.61,767.22,2025-09-30,refunded
O20251000654,U20251000413,SKU15818,2,197.76,395.52,2025-07-31,paid
O20251000655,U20251000557,SKU17304,3,314.49,943.47,2025-07-23,refunded
O20251000656,U20251000678,SKU52437,3,224.68,674.04,2025-09-28,paid
O20251000657,U20251000641,SKU36355,5,431.88,2159.4,2025-09-22,shipped
O20251000658,U20251000331,SKU37117,1,621.7,621.7,2025-07-30,refunded
O20251000659,U20251000830,SKU76713,4,354.66,1418.64,2025-08-04,refunded
O20251000660,U20251000412,SKU45790,2,400.32,800.64,2025-08-29,refunded
O20251000661,U20251000418,SKU76717,3,612.74,1838.22,2025-09-01,shipped
O20251000662,U20251000654,SKU98742,5,337.9,1689.5,2025-08-01,paid
O20251000663,U20251000445,SKU96777,4,313.47,1253.88,2025-09-27,refunded
O20251000664,U20251000668,SKU96089,5,222.1,1110.5,2025-08-25,paid
O20251000665,U20251000125,SKU57375,5,274.93,1374.65,2025-08-01,shipped
O20251000666,U20251000391,SKU45088,4,210.97,843.88,2025-09-08,paid
O20251000667,U20251000111,SKU33330,2,231.39,462.78,2025-09-04,refunded
O20251000668,U20251000737,SKU11236,1,270.31,270.31,2025-09-02,shipped
O20251000669,U20251000864,SKU80787,2,531.99,1063.98,2025-10-12,paid
O20251000670,U20251000122,SKU19900,3,427.42,1282.26,2025-07-23,paid
O20251000671,U20251000633,SKU98638,1,124.85,124.85,2025-09-19,shipped
O20251000672,U20251000925,SKU62636,1,544.46,544.46,2025-07-24,paid
O20251000673,U20251000902,SKU92495,5,115.96,579.8,2025-09-02,paid
O20251000674,U20251000749,SKU62136,1,166.91,166.91,2025-07-28,paid
O20251000675,U20251000335,SKU28489,5,147.84,739.2,2025-09-24,refunded
O20251000676,U20251000897,SKU90219,4,163.59,654.36,2025-10-06,paid
O20251000677,U20251000506,SKU50274,5,201.47,1007.35,2025-10-10,paid
O20251000678,U20251000957,SKU39555,1,201.88,201.88,2025-08-01,shipped
O20251000679,U20251000779,SKU88809,5,368.82,1844.1,2025-08-28,refunded
O20251000680,U20251000065,SKU91267,3,132.11,396.33,2025-08-25,paid
O20251000681,U20251000515,SKU89810,3,529.67,1589.01,2025-08-17,shipped
O20251000682,U20251000098,SKU90340,2,181.1,362.2,2025-10-09,paid
O20251000683,U20251000068,SKU93022,4,505.61,2022.44,2025-09-30,paid
O20251000684,U20251000176,SKU36293,2,428.64,857.28,2025-07-28,shipped
O20251000685,U20251000742,SKU43234,3,635.34,1906.02,2025-10-10,shipped
O20251000686,U20251000538,SKU19562,2,312.18,624.36,2025-08-19,shipped
O20251000687,U20251000863,SKU83426,3,454.22,1362.66,2025-10-12,shipped
O20251000688,U20251000037,SKU89418,1,210.64,210.64,2025-09-21,paid
O20251000689,U20251000490,SKU27927,3,273.83,821.49,2025-10-13,paid
O20251000690,U20251000383,SKU92152,5,418.25,2091.25,2025-07-22,paid
O20251000691,U20251000463,SKU68919,3,140.82,422.46,2025-08-05,paid
O20251000692,U20251000165,SKU39056,1,431.08,431.08,2025-07-24,paid
O20251000693,U20251000758,SKU71737,3,508.13,1524.39,2025-07-26,paid
O20251000694,U20251000717,SKU57602,3,156.62,469.86,2025-09-21,refunded
O20251000695,U20251000585,SKU33787,2,395.72,791.44,2025-09-22,refunded
O20251000696,U20251000484,SKU71570,4,129.72,518.88,2025-09-18,paid
O20251000697,U20251000988,SKU40128,1,463.04,463.04,2025-08-14,refunded
O20251000698,U20251000768,SKU60216,2,203.02,406.04,2025-07-28,refunded
O20251000699,U20251000948,SKU94096,3,500.93,1502.79,2025-07-24,refunded
O20251000700,U20251000627,SKU73038,5,288.78,1443.9,2025-09-10,shipped
O20251000701,U20251000270,SKU81173,1,367.17,367.17,2025-07-19,refunded
O20251000702,U20251000316,SKU20964,4,436.63,1746.52,2025-09-17,shipped
O20251000703,U20251000680,SKU71063,4,569.33,2277.32,2025-07-29,refunded
O20251000704,U20251000084,SKU14281,1,506.66,506.66,2025-08-09,paid
O20251000705,U20251000347,SKU35174,4,367.21,1468.84,2025-09-26,shipped
O20251000706,U20251000587,SKU68715,1,427.36,427.36,2025-09-30,refunded
O20251000707,U20251000713,SKU94923,1,195.65,195.65,2025-07-27,refunded
O20251000708,U20251000418,SKU31783,5,316.76,1583.8,2025-08-18,shipped
O20251000709,U20251000283,SKU95860,5,246.88,1234.4,2025-10-12,paid
O20251000710,U20251000882,SKU61247,4,434.45,1737.8,2025-09-19,refunded
O20251000711,U20251000403,SKU56465,3,299.81,899.43,2025-10-13,refunded
O20251000712,U20251000942,SKU93581,5,374.21,1871.05,2025-09-17,paid
